_id,X,Y,neighborhood_id,neighborhood_name,device_serial,device_connectedto,device_address,device_lat,device_long,device_tags,etl_updatedtimestamp,is_current,org1,org2,inside_outside,landmark,ObjectId
94,-71.0581405914467,42.3601086714318,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-EETG-KYUS,AP-MR86-CS-31,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467,['City-Hall'],2024/04/02 07:56:11+00,1,,,,City Hall,94
95,-71.0581405914467,42.3601086714318,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-A943-FE9F,City Hall Pavilion - Interior AP1,"One City Hall Sq, Pavilion Bldg
Boston, MA 02201",42.3601086714318,-71.0581405914467,['City-Hall'],2024/04/02 07:56:11+00,1,,,,City Hall,95
96,-71.0581405914467,42.3601086714318,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-JXU4-QPQ3,,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467,['City-Hall'],2024/04/02 07:56:11+00,1,,,,City Hall,96
97,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AK-FCMY-RRA3,BCYF-CURLEY-AP10_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,[],2024/04/02 07:56:12+00,1,,,,,97
98,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-KTSG-GXHF,BCYF-CURLEY-AP2,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,98
99,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-7WRL-ZNXJ,BCYF-CURLEY-AP4,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,99
100,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-RKPB-2QNG,BCYF-CURLEY-AP1,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,100
101,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-2A4K-G5SA,BCYF-CURLEY-AP8,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,101
102,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-QE7Y-PC5R,BCYF-CURLEY-AP5,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,102
103,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-DCVF-HE6K,BCYF-CURLEY-AP7,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,103
104,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-DSVP-2T8U,BCYF-CURLEY-AP6,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,104
105,-71.0581405914467,42.3601086714318,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-2F27-DVJ3,AP-MR86-CS-14,"1 City Hall Plaza, Pavilion
Boston, MA  02201",42.3601086714318,-71.0581405914467,['City-Hall'],2024/04/02 07:56:11+00,1,,,,City Hall,105
106,-71.0581405914467,42.3601086714318,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-CANN-4NB2,,"1 City Hall Square, Boston, MA 02201",42.3601086714318,-71.0581405914467,['City-Hall'],2024/04/02 07:56:11+00,1,,,,City Hall,106
107,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AK-BF9F-PSRG,BCYF-CURLEY-AP9_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,[],2024/04/02 07:56:12+00,1,,,,,107
108,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AK-FBJE-35KU,BCYF-CURLEY-AP11_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,[],2024/04/02 07:56:12+00,1,,,,,108
109,-71.0983,42.33224,L_601230550253962684,YEE Tremont,Q3AK-G3NG-D7KN,BCYF_Tremont_YEE_2nd floor-Multi-Purpose-RM-AP5,"1483 Tremont St, Boston, MA",42.33224,-71.0983,"['DYEE', 'Inside', 'recently-added']",2024/04/02 07:55:44+00,1,DYEE,,Inside,,109
110,,,L_601230550253963851,Mobile WiFi Kit 3,Q2ZY-V6UL-X52X,MG41-3,,,,[],2024/04/02 07:55:56+00,1,,,,,110
111,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AC-96AP-QJ9X,BCYF-CURLEY-AP3,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,"['BCYF', 'Inside', 'UXI', 'employee']",2024/04/02 07:56:12+00,1,BCYF,,Inside,UXI employee,111
112,,,L_601230550253963853,Mobile WiFi Kit 5,Q3AK-VPCA-XAXA,MR76-5,,,,[],2024/04/02 07:55:57+00,1,,,,,112
113,,,L_601230550253963853,Mobile WiFi Kit 5,Q2ZY-CKEJ-LDAC,MG41-5,,,,[],2024/04/02 07:55:57+00,1,,,,,113
114,-71.086450598541,42.3231886637714,N_568579452955527921,Parks,Q2DD-4KWV-JRMB,PARKS-FRANKLIN-AP2,"1 Circuit Dr., Roxbury, MA",42.3231886637714,-71.086450598541,"['Franklin-Park', 'Outside']",2024/04/02 07:55:59+00,1,,,,Franklin Park Outside,114
115,-71.1169910430908,42.2791186669152,N_568579452955527921,Parks,Q2AK-U4TT-J95L,PARKS-MTHOPE-AP1,"Mt Hope Cemetery, Hyde Park, MA - Cummings Hwy & Canterbury St",42.2791186669152,-71.1169910430908,"['Mount-Hope-Cemetery', 'Outside']",2024/04/02 07:55:59+00,1,,,,Mount Hope Cemetery Outside,115
116,-71.1174785831756,42.3158788382307,N_568579452955527921,Parks,Q2CD-6YGF-H7PW,PARKS-JAMAICAPOND-AP3,"507 Jamaicaway, Jamaica Plain, MA - inside boat house",42.3158788382307,-71.1174785831756,"['Jamaica-Pond', 'Outside']",2024/04/02 07:55:59+00,1,,,,Jamaica Pond Outside,116
117,-71.086450598541,42.3231886637714,N_568579452955527921,Parks,Q2AK-ZBZB-FW8M,PARKS-FRANKLIN-AP1,"1 Circuit Dr., Roxbury, MA",42.3231886637714,-71.086450598541,"['Franklin-Park', 'Outside']",2024/04/02 07:55:59+00,1,,,,Franklin Park Outside,117
118,-71.1210815530909,42.2563069435643,N_568579452955538316,Hyde Park,Q3AK-EQZ5-MHCW,HP-BCYF-AP1,"1179 River Street, Hyde Park, MA02136",42.2563069435643,-71.1210815530909,[],2024/04/02 07:56:01+00,1,,,,,118
119,-71.1242186509677,42.2564734025513,N_568579452955538316,Hyde Park,Q2CK-ZJFC-GBK2,HP-BPDE18-AP1,"1249 Hyde Park Ave., Hyde Park, MA",42.2564734025513,-71.1242186509677,"['BPD', 'District-E-18', 'Outside']",2024/04/02 07:56:01+00,1,BPD,,,District E 18 Outside,119
120,-71.1213356043077,42.2572896520292,N_568579452955538316,Hyde Park,Q2AK-GPHE-YSR2,HP-CENTRAL-AP1,"26 Central Ave., Hyde Park, MA",42.2572896520292,-71.1213356043077,"['BPHC', 'Hyde-Park', 'Outside']",2024/04/02 07:56:01+00,1,BPHC,,,Hyde Park Outside,120
121,-71.1220906048712,42.2571186525548,N_568579452955538316,Hyde Park,Q2CK-53BW-3TB9,HP-BPL-AP2,"35 Harvard Ave., Hyde Park, MA - Roof South",42.2571186525548,-71.1220906048712,"['BPL', 'Hyde-Park-Branch', 'Outside']",2024/04/02 07:56:01+00,1,BPL,,,Hyde Park Branch Outside,121
122,-71.120376,42.253349,N_568579452955538316,Hyde Park,Q2AK-MNV6-RH2P,HP-MAPLE-AP1,"Maple St., Hyde Park, MA - between Oak and River St.",42.253349,-71.120376,"['Hyde-Park', 'Outside']",2024/04/02 07:56:01+00,1,,,,Hyde Park Outside,122
123,-71.1309085,42.2507393,N_568579452955538316,Hyde Park,Q2CK-TSDP-WCWR,HP-BPDE18-AP4,"Corner of Business & River St, Hyde Park MA",42.2507393,-71.1309085,"['BPD', 'District', 'E-18', 'Outside']",2024/04/02 07:56:01+00,1,BPD,,,District E 18 Outside,123
124,-71.1220906048712,42.2571186525548,N_568579452955538316,Hyde Park,Q2CK-MJQD-GHYW,HP-BPL-AP1,"35 Harvard Ave., Hyde Park, MA - Roof North",42.2571186525548,-71.1220906048712,"['BPL', 'Hyde-Park-Branch', 'Outside']",2024/04/02 07:56:01+00,1,BPL,,,Hyde Park Branch Outside,124
125,-71.1242186509677,42.2564734025513,N_568579452955538316,Hyde Park,Q2CK-NERF-4JX7,HP-BPDE18-AP2,"1249 Hyde Park Ave., Hyde Park, MA",42.2564734025513,-71.1242186509677,['recently-added'],2024/04/02 07:56:01+00,1,,,,,125
126,-71.1198806041961,42.2551286509519,N_568579452955538316,Hyde Park,Q2CK-4SHS-VJAG,HP-BFD48-AP2,"60 Fairmont Ave., Hyde Park, MA",42.2551286509519,-71.1198806041961,"['BFD', 'Engine-48', 'Outside']",2024/04/02 07:56:01+00,1,BFD,,,Engine 48 Outside,126
127,-71.1454906150665,42.3490886680621,N_568579452955538703,Alston Brighton,Q2CK-SRAD-M7DC,AB-BRIGHTON-HIGH-AP1,"25 Warren St, Brighton, MA 02135",42.3490886680621,-71.1454906150665,"['BCYF-Grant', 'BPS', 'Brighton-High-School', 'Outside']",2024/04/02 07:56:02+00,1,BPS,,,Brighton High School Outside,127
128,-71.0638272770378,42.3554355018542,N_601230550253961607,Maintenance,Q2CK-L3KB-8LWG,PARKS-COMMONWEST-AP4,"139 Tremont St, Boston, MA 02111",42.3554355018542,-71.0638272770378,['recently-added'],2024/04/02 07:56:06+00,1,,,,,128
129,-71.1040894429907,42.2758153108873,N_601230550253962329,BCYF Indoor,Q3AC-EY52-2VC8,BCYF-Mattahunt-AP4,"100 Hebron St, Mattapan, MA 02126",42.2758153108873,-71.1040894429907,['BCYF'],2024/04/02 07:56:08+00,1,BCYF,,,,129
130,-71.071254927452,42.3261340878442,N_579275502070532581,Roxbury,Q2CK-F2BB-S6RY,ROX-MASON-AP1,"150 Norfolk Ave., Roxbury, MA",42.3261340878442,-71.071254927452,['recently-added'],2024/04/02 07:56:03+00,1,,,,,130
131,-71.0778354554697,42.3182676639245,N_579275502070532581,Roxbury,Q2CK-7AFY-YUJ9,ROX-WINTHROP-AP5,"Woodbine and Blue Hill Ave., Roxbury, MA",42.3182676639245,-71.0778354554697,"['BPS', 'Outside', 'Winthrop-School']",2024/04/02 07:56:03+00,1,BPS,,,Outside Winthrop School,131
132,-71.0981406003313,42.332218666615,N_579275502070532581,Roxbury,Q2CK-SARQ-LX6F,ROX-Tobin-BCYF-AP1,"1481 Tremont St, Roxbury Crossing, MA 02120",42.332218666615,-71.0981406003313,"['BCYF', 'BCYF-Grant', 'Outdoor', 'Tobin-Comm-Center']",2024/04/02 07:56:03+00,1,BCYF,,,Outdoor Tobin Comm Center,132
133,-71.075406793306,42.309056987344,N_579275502070532581,Roxbury,Q2CK-FC84-AQTJ,ROX-FREDERICK-AP2,"270 Columbia Rd., Dorchester, MA",42.309056987344,-71.075406793306,"['BPS', 'Frederick-Pilot-School', 'Outside']",2024/04/02 07:56:03+00,1,BPS,,,Frederick Pilot School Outside,133
134,-71.0388091272144,42.3710258637724,N_601230550253961436,East Boston,Q2CK-L58U-SANP,EB-BPDA7-AP2,"69 Paris Street, East Boston",42.3710258637724,-71.0388091272144,['recently-added'],2024/04/02 07:56:05+00,1,,,,,134
135,-71.07677,42.32673,N_601230550253962329,BCYF Indoor,Q2LD-D7L7-Y73T,BCYF-Vine Street-Fitness room 219,"339 Dudley Street. Boston, MA",42.32673,-71.07677,[],2024/04/02 07:56:08+00,1,,,,,135
136,-71.0659605900958,42.315958662778,N_601230550253965256,Strand Theatre - Internal,Q2LD-ENHA-3CRX,Strand_F.O.H,"543 Columbia Rd, Boston, MA 02125",42.315958662778,-71.0659605900958,['Inside'],2024/04/02 07:56:10+00,1,,,Inside,,136
137,-71.0985052585602,42.3322293464783,L_601230550253962684,YEE Tremont,Q2FD-Z652-S5PF,BCYF_Tremont_YEE_2nd floor-AP1,"1483 Tremont St, Boston, MA",42.3322293464783,-71.0985052585602,"['DYEE', 'Inside']",2024/04/02 07:55:44+00,1,DYEE,,Inside,,137
138,-71.0980385541916,42.3322134838406,L_601230550253962684,YEE Tremont,Q3AC-XY74-7QFU,BCYF_Tremont_YEE_2nd floor-BACK-AP4,"1483 Tremont St, Boston, MA",42.3322134838406,-71.0980385541916,"['DYEE', 'Inside']",2024/04/02 07:55:44+00,1,DYEE,,Inside,,138
139,-71.0984194278717,42.332316590914,L_601230550253962684,YEE Tremont,Q2FD-SWSB-V67K,BCYF_Tremont_YEE_3rd floor-AP1,"1483 Tremont St, Boston, MA",42.332316590914,-71.0984194278717,"['DYEE', 'Inside']",2024/04/02 07:55:44+00,1,DYEE,,Inside,,139
140,-71.0982584953308,42.3321738272289,L_601230550253962684,YEE Tremont,Q2FD-SU8V-RAXB,BCYF_Tremont_YEE_2nd floor-AP2,"1483 Tremont St, Boston, MA",42.3321738272289,-71.0982584953308,"['DYEE', 'Inside']",2024/04/02 07:55:44+00,1,DYEE,,Inside,,140
141,-71.098650097847,42.332269003055,L_601230550253962684,YEE Tremont,Q2FD-YZLD-HNUS,BCYF_Tremont_YEE_2nd floor-AP3,"1483 Tremont St, Boston, MA",42.332269003055,-71.098650097847,"['DYEE', 'Inside']",2024/04/02 07:55:44+00,1,DYEE,,Inside,,141
142,-71.0532885789871,42.373779683456,L_601230550253962688,Navy Yard,Q2EK-7S8P-KQQL,NavyYard-AP1,navy yard cambridge,42.373779683456,-71.0532885789871,[],2024/04/02 07:55:54+00,1,,,,,142
143,-71.053267121315,42.3736845704698,L_601230550253962688,Navy Yard,Q2EK-R989-H6FG,NavyYard-AP3,Navy yard Cambridge,42.3736845704699,-71.053267121315,[],2024/04/02 07:55:54+00,1,,,,,143
144,-71.053272485733,42.3737202378565,L_601230550253962688,Navy Yard,Q2EK-HAXQ-8XW4,NavyYard-AP2,Navy yard Cambridge,42.3737202378566,-71.053272485733,[],2024/04/02 07:55:54+00,1,,,,,144
145,,,L_601230550253963849,Mobile WiFi Kit 1,Q3AK-SUL7-7FC4,MR76-1,,,,[],2024/04/02 07:55:55+00,1,,,,,145
146,,,L_601230550253963849,Mobile WiFi Kit 1,Q2ZY-RF99-YN45,MG41-1,,,,[],2024/04/02 07:55:55+00,1,,,,,146
147,-71.0592601837876,42.2979790301264,N_568579452955534204,Dorchester,Q2CK-NE73-ZSQB,DOT-BPDC11-AP1,"40 Gibson st, Dorchester, ma",42.2979790301264,-71.0592601837876,['recently-added'],2024/04/02 07:55:59+00,1,,,,,147
148,-71.0767074541993,42.3268107188774,N_579275502070532581,Roxbury,Q2CK-ZXL4-AYZP,ROX-VINE-AP1,"339 Dudley St, Roxbury",42.3268107188774,-71.0767074541993,['recently-added'],2024/04/02 07:56:03+00,1,,,,,148
149,-71.07677,42.32673,N_601230550253962329,BCYF Indoor,Q2LD-YT4H-L4ES,BCYF-Vine Street-room 106 Teen,"339 Dudley Street. Boston, MA",42.32673,-71.07677,[],2024/04/02 07:56:08+00,1,,,,,149
150,-71.0388091272144,42.3710258637724,N_601230550253961436,East Boston,Q2CK-N6MC-XFPQ,EB-BPDA7-AP3,"69 Paris Street, East Boston",42.3710258637724,-71.0388091272144,['recently-added'],2024/04/02 07:56:05+00,1,,,,,150
151,,,N_568579452955538316,Hyde Park,Q2CK-KB3U-MCEQ,,,,,['recently-added'],2024/04/02 07:56:01+00,1,,,,,151
152,-71.0581405914467,42.3601086714318,N_601230550253966673,Downtown Boston - City Hall Plaza and Pavilion,Q3AE-2N4M-BWUD,,,42.3601086714318,-71.0581405914467,['City-Hall'],2024/04/02 07:56:11+00,1,,,,City Hall,152
153,-71.0767074541993,42.3268107188774,N_579275502070532581,Roxbury,Q2CK-NEZE-VRYJ,ROX-VINE-AP3,"339 Dudley St, Roxbury",42.3268107188774,-71.0767074541993,['recently-added'],2024/04/02 07:56:03+00,1,,,,,153
154,-71.1277009143321,42.2865140418411,N_601230550253961252,Roslindale,Q2CK-6PU6-G499,ROS-COMMUNITY-AP2,"6 Cummings Highway, Roslindale, MA",42.2865140418411,-71.1277009143321,"['BCYF/BPL', 'Outside', 'Roslindale-Comm-Center']",2024/04/02 07:56:04+00,1,BCYF,BPL,,Outside Roslindale Comm Center,154
155,-71.1277009143321,42.2865140418411,N_601230550253961252,Roslindale,Q2CK-5TD4-6S66,ROS-COMMUNITY-AP1,"6 Cummings Highway, Roslindale, MA",42.2865140418411,-71.1277009143321,"['BCYF/BPL', 'Outside', 'Roslindale-Comm-Center']",2024/04/02 07:56:04+00,1,BCYF,BPL,,Outside Roslindale Comm Center,155
156,-71.0578697919846,42.3606646213586,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-MULH-9V9B,DT-CITYHALL-9th-Floor-Interior Ring,One City Hall Sq.  Boston MA 02201,42.3606646213586,-71.0578697919846,[],2024/04/02 07:56:04+00,1,,,,,156
157,-71.0558044910431,42.36016913621,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-Q7YG-V974,DT-QUINCYMARKET-AP1,"Faneuil Hall Marketplace
Boston MA 02201",42.36016913621,-71.0558044910431,[],2024/04/02 07:56:04+00,1,,,,,157
158,-71.088475137949,42.3145819509434,N_579275502070532581,Roxbury,Q2CK-BF8L-TU5P,ROX-TROTTER-AP2,"Humbolt & Waumbeck St., Roxbury, MA",42.3145819509434,-71.088475137949,"['BPS', 'Outside', 'Trotter-School']",2024/04/02 07:56:03+00,1,BPS,,,Outside Trotter School,158
159,-71.0901645617862,42.3224337457746,N_579275502070532581,Roxbury,Q2CK-DPQP-RN6X,ROX-SHELBURNE-AP2,"2730 Washington St., Roxbury, MA",42.3224337457746,-71.0901645617862,"['BCYF/BPL', 'Outside', 'Shelbourne-Comm-Center']",2024/04/02 07:56:03+00,1,BCYF,BPL,,Outside Shelbourne Comm Center,159
160,-71.0901645617862,42.3224337457746,N_579275502070532581,Roxbury,Q2CK-NU6F-VDER,ROX-SHELBURNE-AP1,"2730 Washington St., Roxbury, MA",42.3224337457746,-71.0901645617862,"['BCYF/BPL', 'Outside', 'Shelbourne-Comm-Center']",2024/04/02 07:56:03+00,1,BCYF,BPL,,Outside Shelbourne Comm Center,160
161,-71.071254927452,42.3261340878442,N_579275502070532581,Roxbury,Q2CK-HM2N-KPSM,ROX-MASON-AP2,"150 Norfolk Ave., Roxbury, MA",42.3261340878442,-71.071254927452,['recently-added'],2024/04/02 07:56:03+00,1,,,,,161
162,-71.057413816452,42.3602048112712,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-GDTR-3C3W,DT-CITYHALL-AP2,"One City Hall Sq
Boston MA 02201",42.3602048112712,-71.057413816452,[],2024/04/02 07:56:04+00,1,,,,,162
163,-71.0639761729006,42.3559889328712,N_568579452955527921,Parks,Q3AK-DRLB-LEZF,PARKS-COMMON-AP5,Boston Common,42.3559889328712,-71.0639761729006,[],2024/04/02 07:55:59+00,1,,,,,163
164,-71.0639761729006,42.3559889328712,N_568579452955527921,Parks,Q3AK-EK6U-T4FW,PARKS-COMMON-AP2,Boston Common,42.3559889328712,-71.0639761729006,[],2024/04/02 07:55:59+00,1,,,,,164
165,-71.0977575987968,42.3184116635137,N_579275502070532581,Roxbury,Q2CK-XD4N-QHUN,BFD-E42-AP1,"1870 Columbus Ave., Roxbury, MA",42.3184116635137,-71.0977575987968,"['BFD', 'Engine-42', 'Outside', 'recently-added']",2024/04/02 07:56:03+00,1,BFD,,,Engine 42 Outside,165
166,-71.0779090213365,42.330275209131,N_579275502070532581,Roxbury,Q2CK-VQ39-UL8G,ROX-ORCHARD-AP3,"906 Albany St., Roxbury, MA",42.330275209131,-71.0779090213365,"['BPS', 'Orchard-Garden-School', 'Outside']",2024/04/02 07:56:03+00,1,BPS,,,Orchard Garden School Outside,166
167,-71.0639761729006,42.3559889328712,N_568579452955527921,Parks,Q3AK-CVAE-CUZU,PARKS-COMMON-AP6,Boston Common,42.3559889328712,-71.0639761729006,[],2024/04/02 07:55:59+00,1,,,,,167
168,-71.0823033750057,42.3285136621772,N_579275502070532581,Roxbury,Q2CK-SF4S-8JL2,ROX-BFDE14-AP3,On pole across from BFD Engine 14,42.3285136621772,-71.0823033750057,"['BFD', 'Engine-14', 'Outside']",2024/04/02 07:56:03+00,1,BFD,,,Engine 14 Outside,168
169,-71.0755745088682,42.3178992620491,N_579275502070532581,Roxbury,Q2CK-6B8Q-V8DD,ROX-WINTHROP-AP2,"35 Brookford St., Roxbury, MA",42.3178992620491,-71.0755745088682,"['BPS', 'Outside', 'Winthrop-School']",2024/04/02 07:56:03+00,1,BPS,,,Outside Winthrop School,169
170,-71.0856739294746,42.3284427142527,N_579275502070532581,Roxbury,Q2CK-NU67-LP8V,ROX-BPDB2-AP1,"2400 Washington St., Roxbury, MA - Right Front Side Roof Facing Dudley MBTA",42.3284427142527,-71.0856739294746,"['BPD', 'District-B-2', 'Outside']",2024/04/02 07:56:03+00,1,BPD,,,District B 2 Outside,170
171,-71.1286705320712,42.2856185329317,N_601230550253961252,Roslindale,Q2CK-7FHC-97HP,ROS-BPL-AP2,"4246 Washington St., Roslindale MA",42.2856185329317,-71.1286705320712,"['BPL', 'Outside', 'Roslindale-branch']",2024/04/02 07:56:04+00,1,BPL,,,Outside Roslindale branch,171
172,-71.0540610551834,42.3601532806207,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-PMFQ-JUX3,DT-QUINCYMARKET-AP4,"Faneuil Hall Marketplace
Boston MA 02201",42.3601532806207,-71.0540610551834,[],2024/04/02 07:56:04+00,1,,,,,172
173,-71.0351507134259,42.3291223754466,N_601230550253966945,BCYF-Curley,Q3AK-BEXN-TQN3,BCYF-CURLEY-AP12_OutDoor,"1663 Columbia Rd, Boston, MA 02127",42.3291223754466,-71.0351507134259,[],2024/04/02 07:56:12+00,1,,,,,173
174,-71.0639761729006,42.3559889328712,N_568579452955527921,Parks,Q3AK-CR6K-YPBC,PARKS-COMMON-AP4,Boston Common,42.3559889328712,-71.0639761729006,[],2024/04/02 07:55:59+00,1,,,,,174
175,-71.0758748743683,42.3179805455354,N_579275502070532581,Roxbury,Q2CK-5S3K-8KFF,ROX-WINTHROP-AP3,"35 Brookford St., Roxbury, MA",42.3179805455354,-71.0758748743683,"['BPS', 'Outside', 'Winthrop-School']",2024/04/02 07:56:03+00,1,BPS,,,Outside Winthrop School,175
176,-71.0824098909045,42.3288164275404,N_579275502070532581,Roxbury,Q2CK-MR56-4QY6,ROX-BFDE14-AP2,"174 Dudley St., Roxbury, MA - Front Roof Facing Dudley St",42.3288164275404,-71.0824098909045,"['BFD', 'Engine-14', 'Outside']",2024/04/02 07:56:03+00,1,BFD,,,Engine 14 Outside,176
177,-71.1286705320712,42.2856185329317,N_601230550253961252,Roslindale,Q2CK-6V2L-TCDF,ROS-BPL-AP1,"4246 Washington St., Roslindale MA",42.2856185329317,-71.1286705320712,"['BPL', 'Outside', 'Roslindale-branch']",2024/04/02 07:56:04+00,1,BPL,,,Outside Roslindale branch,177
178,-71.1277009143321,42.2865140418411,N_601230550253961252,Roslindale,Q2CK-NLJC-KT9P,ROS-COMMUNITY-AP4,"6 cummins highway, Roslindale, ma",42.2865140418411,-71.1277009143321,"['BCYF', 'Flaherty-Pool', 'Outside']",2024/04/02 07:56:04+00,1,BCYF,,,Flaherty Pool Outside,178
179,-71.0579878091812,42.3601493167227,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-4FLA-SJCJ,DT-Beer garden 2- higher level of beer garden,One City Hall Sq  Boston MA 02201,42.3601493167228,-71.0579878091812,[],2024/04/02 07:56:04+00,1,,,,,179
180,-71.0582828521729,42.360165172313,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-JLUF-293V,DT-City Hall Front right side up stairs,One City Hall Sq  Boston MA 02201,42.360165172313,-71.0582828521729,[],2024/04/02 07:56:04+00,1,,,,,180
181,-71.0557508468628,42.3600224718566,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-F6RV-VVHP,DT-QUINCYMARKET-AP3,"Faneuil Hall Marketplace
Boston MA 02201",42.3600224718566,-71.0557508468628,[],2024/04/02 07:56:04+00,1,,,,,181
182,-71.0574513673782,42.3599075184754,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-TBT5-D72C,DT-Beer garden 1- lower part of beer garden,One City Hall Sq  Boston MA 02201,42.3599075184754,-71.0574513673782,[],2024/04/02 07:56:04+00,1,,,,,182
183,-71.0576981306076,42.3606329104261,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-ZUF3-Y73P,DT-CITYHALL-4th-Floor-Patio-AP1,One City Hall Sq  Boston MA 02201,42.3606329104261,-71.0576981306076,[],2024/04/02 07:56:04+00,1,,,,,183
184,-71.0577571392059,42.3600819304195,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-ZXW8-H9ZW,DT-CITYHALL-8th-Floor-Interior Ring,"One City Hall Sq
Boston MA 02201",42.3600819304195,-71.0577571392059,[],2024/04/02 07:56:04+00,1,,,,,184
185,-71.0576391220093,42.3605575968973,N_601230550253961310,Downtown Boston - City Hall - Quincy Market,Q3AE-3A2V-JNVG,DT-CITYHALL-AP1,"One City Hall Sq
Boston MA 02201",42.3605575968973,-71.0576391220093,[],2024/04/02 07:56:04+00,1,,,,,185
186,-71.0388091272144,42.3710258637724,N_601230550253961436,East Boston,Q2CK-ZYHQ-FVKG,EB-BPDA7-AP1,"69 Paris Street, East Boston",42.3710258637724,-71.0388091272144,"['BPD', 'District-A-7', 'E-Boston-Main-Street', 'Outside']",2024/04/02 07:56:05+00,1,BPD,,,District A 7 E Boston Main Street Outside,186
187,-71.0639761729006,42.3559889328712,N_568579452955527921,Parks,Q3AK-DGSZ-GM7H,PARKS-COMMON-AP7,Boston Common,42.3559889328712,-71.0639761729006,[],2024/04/02 07:55:59+00,1,,,,,187
188,-71.0765636153519,42.3111790198738,N_579275502070532581,Roxbury,Q2CK-5YEE-273N,ROX-MLKSCHOOL-AP2,"77 Lawrence Ave., Roxbury, MA",42.3111790198738,-71.0765636153519,"['BPS', 'MLK', 'Outside']",2024/04/02 07:56:03+00,1,BPS,,,MLK Outside,188
189,-71.0891797207296,42.3132486987508,N_579275502070532581,Roxbury,Q2CK-DSFT-7HTL,ROX-TROTTER-AP3,"Humbolt & Waumbeck St., Roxbury, MA",42.3132486987508,-71.0891797207296,"['BPS', 'Outside', 'Trotter-School']",2024/04/02 07:56:03+00,1,BPS,,,Outside Trotter School,189
